Id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
12292,46,blue-collar,married,unknown,no,yes,no,telephone,jul,fri,257,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
8656,41,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,95,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
4985,56,services,divorced,high.school,unknown,yes,no,telephone,may,wed,935,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
2876,28,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,wed,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
1626,53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
2943,48,admin.,married,university.degree,unknown,no,no,telephone,may,wed,149,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
35037,30,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,193,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
26331,49,unemployed,divorced,high.school,no,unknown,unknown,cellular,nov,thu,147,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
19968,52,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,fri,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
27079,43,services,single,high.school,unknown,no,no,cellular,nov,fri,62,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
21631,32,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
24863,31,management,single,university.degree,no,yes,no,cellular,nov,tue,466,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
32880,35,services,divorced,university.degree,no,yes,no,cellular,may,mon,215,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
22617,40,management,married,university.degree,no,yes,no,cellular,aug,fri,117,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1697,49,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
16738,47,technician,divorced,high.school,no,no,no,cellular,jul,thu,202,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1768,49,entrepreneur,married,high.school,no,no,no,telephone,may,fri,323,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
16464,24,services,single,basic.9y,no,yes,no,telephone,jul,wed,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
20257,51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,80,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28908,35,services,single,high.school,no,yes,no,cellular,apr,fri,179,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
13613,32,technician,single,university.degree,no,yes,no,cellular,jul,thu,285,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23402,42,management,married,university.degree,no,yes,yes,cellular,aug,wed,89,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9094,41,management,married,high.school,no,unknown,unknown,telephone,jun,fri,190,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
11020,38,management,married,unknown,unknown,no,no,telephone,jun,wed,1066,9,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
3784,35,admin.,married,university.degree,no,no,no,telephone,may,fri,353,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
21231,35,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,201,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2760,54,management,married,university.degree,unknown,no,no,telephone,may,wed,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
34305,38,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,365,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
33556,32,admin.,single,university.degree,no,yes,no,cellular,may,tue,206,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
17883,57,housemaid,married,high.school,unknown,no,no,telephone,jul,tue,317,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30081,64,management,married,high.school,no,yes,no,cellular,apr,fri,693,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,yes
3851,37,admin.,married,high.school,no,no,yes,telephone,may,fri,851,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
28648,48,blue-collar,married,basic.4y,no,no,yes,cellular,apr,thu,220,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
13463,36,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,497,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35758,38,admin.,married,high.school,no,unknown,unknown,cellular,may,mon,22,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
39044,59,retired,married,professional.course,no,no,no,telephone,dec,tue,476,1,999,1,failure,-3,92.713,-33,0.715,5023.5,yes
39755,61,admin.,married,unknown,no,no,no,cellular,may,thu,173,3,9,2,success,-1.8,93.876,-40,0.699,5008.7,yes
21741,30,technician,single,professional.course,no,yes,yes,cellular,aug,tue,207,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26969,30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,769,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
11584,59,retired,married,basic.4y,unknown,no,yes,telephone,jun,fri,62,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36054,42,admin.,married,university.degree,no,no,no,cellular,may,tue,85,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
6524,34,blue-collar,single,university.degree,no,yes,yes,telephone,may,wed,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
182,42,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,673,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
16055,35,blue-collar,married,unknown,unknown,yes,no,cellular,jul,tue,527,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35358,43,blue-collar,divorced,basic.9y,unknown,yes,yes,cellular,may,fri,25,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
7758,48,unemployed,married,basic.6y,no,no,yes,telephone,may,fri,58,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
25453,34,admin.,single,high.school,no,no,no,cellular,nov,wed,740,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
40004,26,admin.,married,high.school,no,yes,yes,cellular,jun,wed,275,2,999,1,failure,-1.7,94.055,-39.8,0.767,4991.6,yes
8886,49,admin.,divorced,university.degree,no,yes,no,telephone,jun,thu,234,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36057,22,student,single,high.school,no,no,no,cellular,may,tue,245,2,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
35159,27,services,single,high.school,unknown,no,no,cellular,may,fri,54,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
14956,26,admin.,single,university.degree,no,yes,no,telephone,jul,wed,30,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
7126,34,services,married,high.school,unknown,no,no,telephone,may,thu,376,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
8364,45,services,single,high.school,no,no,no,telephone,jun,tue,443,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
20867,23,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6899,36,admin.,single,high.school,no,yes,no,telephone,may,thu,193,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
31577,36,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,248,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
4388,22,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,396,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6435,46,admin.,married,unknown,no,no,no,telephone,may,wed,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25958,34,management,married,university.degree,no,yes,no,cellular,nov,wed,54,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
34757,42,blue-collar,married,unknown,unknown,no,yes,cellular,may,thu,428,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
25744,58,retired,married,basic.9y,no,yes,no,cellular,nov,wed,341,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
38678,34,admin.,single,university.degree,no,no,no,cellular,nov,thu,509,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
10526,41,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2241,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,152,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29978,57,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,1348,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
25171,36,unemployed,married,basic.6y,no,no,no,cellular,nov,tue,177,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
27072,29,services,single,high.school,no,yes,no,cellular,nov,fri,104,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
8858,45,blue-collar,married,unknown,unknown,no,no,telephone,jun,thu,264,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32492,54,technician,married,university.degree,unknown,no,no,cellular,may,fri,217,7,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
24634,43,management,divorced,high.school,no,yes,no,cellular,nov,mon,488,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
28505,25,admin.,single,university.degree,no,no,no,cellular,apr,tue,247,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
35529,37,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
20420,49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,232,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
5902,54,retired,divorced,high.school,no,yes,no,telephone,may,mon,308,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34535,28,services,single,professional.course,no,yes,no,cellular,may,thu,406,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
27111,55,admin.,married,high.school,no,yes,no,cellular,nov,fri,585,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
4740,36,technician,married,university.degree,no,no,no,telephone,may,wed,648,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
19,39,management,single,basic.9y,unknown,no,no,telephone,may,mon,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28853,23,blue-collar,single,basic.4y,no,yes,no,telephone,apr,thu,287,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
28029,33,admin.,divorced,high.school,no,no,no,cellular,apr,thu,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
21073,43,housemaid,divorced,professional.course,no,no,yes,cellular,aug,thu,306,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
4336,46,admin.,divorced,university.degree,no,no,no,telephone,may,tue,423,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
661,42,admin.,single,unknown,no,yes,no,telephone,may,tue,339,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
19020,48,technician,divorced,professional.course,no,no,no,cellular,aug,tue,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27044,50,blue-collar,divorced,professional.course,no,yes,yes,cellular,nov,fri,49,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
7548,34,admin.,married,university.degree,no,yes,no,telephone,may,fri,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
12650,33,admin.,married,university.degree,no,yes,no,cellular,jul,mon,263,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32428,31,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,294,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
18055,41,blue-collar,married,basic.6y,no,yes,yes,telephone,jul,wed,47,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24649,51,technician,married,high.school,no,no,no,cellular,nov,mon,198,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
20949,31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
18751,45,blue-collar,married,basic.6y,no,no,yes,cellular,jul,thu,92,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
3426,34,admin.,married,university.degree,no,yes,no,telephone,may,thu,419,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
7863,44,admin.,single,high.school,no,no,no,telephone,jun,mon,164,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
19766,36,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,207,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
33238,31,blue-collar,married,high.school,no,yes,yes,cellular,may,tue,184,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
5605,26,technician,single,high.school,no,yes,no,telephone,may,mon,252,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
1778,40,housemaid,divorced,high.school,no,no,no,telephone,may,fri,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
24737,55,admin.,married,professional.course,unknown,yes,yes,telephone,nov,tue,514,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
4298,40,admin.,married,high.school,no,no,no,telephone,may,tue,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
15246,25,admin.,single,university.degree,no,yes,no,cellular,jul,thu,174,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
23677,45,services,married,professional.course,no,yes,yes,cellular,aug,thu,65,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
24099,57,admin.,divorced,university.degree,no,no,no,telephone,nov,tue,119,1,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8,no
28810,39,admin.,divorced,high.school,no,yes,yes,cellular,apr,thu,433,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
3914,35,unknown,single,basic.4y,unknown,yes,yes,telephone,may,mon,374,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
1636,60,housemaid,married,high.school,unknown,no,no,telephone,may,fri,929,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
1259,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
10930,33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,379,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
11165,44,admin.,married,university.degree,no,no,no,telephone,jun,thu,136,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40255,34,admin.,single,university.degree,no,yes,yes,telephone,jul,mon,4,1,999,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,no
11833,56,admin.,married,university.degree,no,no,no,telephone,jun,fri,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5354,42,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,fri,89,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28144,42,technician,married,basic.9y,no,no,yes,cellular,apr,mon,437,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
36716,30,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,138,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
10758,42,admin.,married,high.school,unknown,no,no,telephone,jun,tue,956,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1674,27,services,single,high.school,unknown,no,no,telephone,may,fri,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40832,30,student,single,professional.course,no,unknown,unknown,cellular,sep,mon,132,4,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,no
11389,51,admin.,married,high.school,no,no,no,telephone,jun,fri,22,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
15589,57,admin.,married,basic.9y,no,no,no,cellular,jul,fri,1139,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
15131,58,retired,married,high.school,no,yes,no,cellular,jul,thu,232,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
239,43,management,married,university.degree,unknown,no,yes,telephone,may,mon,213,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
12143,56,retired,married,basic.4y,no,yes,no,telephone,jul,tue,58,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
35778,37,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,22,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
27956,32,admin.,single,university.degree,no,yes,no,cellular,mar,mon,167,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,no
28256,44,blue-collar,single,basic.9y,no,yes,no,cellular,apr,tue,581,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
27846,28,technician,single,university.degree,no,no,no,cellular,mar,mon,392,4,999,0,nonexistent,-1.8,92.843,-50,1.629,5099.1,yes
19782,47,admin.,married,high.school,no,yes,no,cellular,aug,fri,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
34429,29,services,married,high.school,unknown,yes,no,cellular,may,thu,161,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
30024,45,technician,divorced,university.degree,no,no,yes,telephone,apr,wed,101,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9746,36,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,90,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5418,31,unemployed,married,professional.course,no,yes,no,telephone,may,fri,298,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32706,39,services,married,high.school,no,no,no,cellular,may,mon,410,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
9641,39,self-employed,married,basic.9y,unknown,no,no,telephone,jun,mon,79,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27539,37,management,married,university.degree,no,yes,no,cellular,nov,fri,33,8,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
36275,49,management,married,university.degree,no,yes,no,telephone,jun,mon,153,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
36471,31,services,married,high.school,no,no,no,cellular,jun,wed,592,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
29543,26,admin.,single,high.school,no,no,no,cellular,apr,mon,123,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
24720,37,entrepreneur,married,university.degree,unknown,yes,no,telephone,nov,mon,17,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
28,54,technician,single,university.degree,unknown,no,no,telephone,may,mon,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35762,26,admin.,single,university.degree,no,yes,no,cellular,may,mon,410,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
31796,27,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,thu,101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
2186,37,admin.,married,basic.4y,no,yes,no,telephone,may,mon,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37814,59,technician,married,professional.course,no,yes,no,telephone,aug,wed,240,3,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,no
13256,41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,wed,52,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
20517,42,technician,single,university.degree,no,yes,no,cellular,aug,tue,578,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
4817,40,admin.,single,high.school,no,yes,no,telephone,may,wed,738,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
13470,26,services,married,high.school,no,yes,yes,cellular,jul,wed,134,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40073,34,self-employed,single,university.degree,no,no,no,cellular,jul,thu,967,3,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes
6826,43,blue-collar,single,unknown,unknown,no,no,telephone,may,wed,299,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
11288,55,technician,married,professional.course,unknown,no,no,telephone,jun,thu,166,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
24609,50,admin.,divorced,university.degree,no,yes,no,telephone,nov,mon,609,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
35566,29,admin.,single,university.degree,unknown,no,no,cellular,may,mon,226,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
15700,55,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30724,49,blue-collar,married,professional.course,no,yes,yes,cellular,may,tue,121,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
12720,30,technician,married,professional.course,no,yes,no,cellular,jul,mon,279,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
11223,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,217,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22922,55,blue-collar,married,unknown,no,yes,no,cellular,aug,mon,280,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
11569,44,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,39,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35998,49,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,135,1,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
3333,36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,815,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
35087,41,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,10,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
21778,59,admin.,married,university.degree,no,yes,no,cellular,aug,wed,264,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33667,35,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,15,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27853,33,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,187,1,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,yes
15842,44,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,145,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
26849,35,technician,married,university.degree,no,no,no,cellular,nov,thu,1145,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
28381,33,technician,single,university.degree,no,no,no,cellular,apr,thu,657,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
31740,26,blue-collar,single,basic.4y,no,no,yes,cellular,may,thu,54,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
743,44,technician,single,professional.course,no,yes,yes,telephone,may,tue,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36168,52,admin.,married,university.degree,no,no,no,cellular,may,wed,242,2,7,1,success,-1.8,92.893,-46.2,1.27,5099.1,no
18917,52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,551,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
24518,38,management,divorced,university.degree,no,no,no,cellular,nov,mon,136,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
27833,28,self-employed,single,university.degree,no,yes,yes,cellular,mar,fri,3076,1,999,0,nonexistent,-1.8,92.843,-50,1.64,5099.1,yes
28988,38,services,married,high.school,no,no,no,cellular,apr,fri,151,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30231,51,technician,married,professional.course,no,yes,yes,cellular,apr,thu,200,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
31299,36,admin.,married,university.degree,no,yes,no,cellular,may,wed,127,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
19388,34,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
24516,39,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,78,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35847,40,management,married,high.school,no,yes,no,cellular,may,fri,94,7,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
32565,38,entrepreneur,single,university.degree,no,yes,no,telephone,may,mon,30,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
25271,31,technician,single,university.degree,no,no,no,cellular,nov,tue,171,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
11112,39,technician,single,professional.course,unknown,no,no,telephone,jun,thu,820,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1048,39,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,108,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32849,39,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,158,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
21524,58,technician,divorced,professional.course,unknown,yes,no,cellular,aug,tue,109,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3031,51,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,256,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
38165,49,technician,divorced,unknown,no,yes,no,cellular,oct,thu,168,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,no
28665,27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,156,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
31925,36,blue-collar,single,basic.4y,no,no,yes,cellular,may,thu,178,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29011,41,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,351,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
10875,33,admin.,single,high.school,no,no,yes,telephone,jun,wed,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
30312,58,retired,divorced,professional.course,no,no,no,cellular,apr,thu,430,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
10363,28,student,single,high.school,unknown,yes,no,telephone,jun,mon,131,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
18973,33,technician,divorced,professional.course,no,no,no,cellular,aug,mon,686,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
22527,54,blue-collar,married,unknown,no,no,no,cellular,aug,fri,220,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
